states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$sea]
58.57861723651003,71.80854453858595,51.93642395590372,103.11952893843458,59.55688533056572
25.20006166500967,110.30038394806509,59.10370136350033,76.19606431329805,144.19978871012688
28.516310916027585,60.03056278005462,125.21663476520277,99.60135947171028,171.63513206700475
26.832644438440266,40.92197765134349,172.42000154281277,120.98303564975302,193.84234071765047
28.30985206830747,33.65588175482292,129.27040688463322,137.526066276079,296.2377930161574
26.332368549343812,48.064984004944684,150.69608624714087,162.38199235790563,307.52456884066504
25.169003646282047,56.79106107463665,58.762824185021216,202.24762237758034,422.02948871647976
25.32431849770227,60.51705917696608,54.93826664453469,208.3340098483904,485.88634583240656
26.605033290364073,56.52301682409064,81.47247720134732,193.47774035819035,546.9217323260076
30.946071740248687,50.95228171432011,114.0666371838928,160.20111135233867,618.8338980091997
25.816782125524796,61.75733921284061,118.70601246575039,205.61430881011967,633.1055573857645
28.259083334417213,47.75453207315155,100.37584498141958,146.94733991210188,791.6631996989098
31.921253347054094,49.51196400403138,94.21576402012795,169.2405840167755,840.1104346120111
29.06288049423322,53.94596052179191,125.31011179194634,83.5671109244426,963.1139362675859
29.260282938758202,44.59916421231351,78.7302289159956,180.5821758475466,991.828148085386
27.146625908544493,59.15637081088734,98.46437186287379,195.38502919657168,1014.8476022211227
30.414412767351052,66.47127946888571,114.56200751171583,101.63400362246375,1151.9182966295837
31.862021961710916,58.428361013085606,108.59176177784875,139.14408794522478,1196.97376730213
34.449610283782235,57.384426007412266,66.07613923792482,234.11225501606583,1212.977569454815
30.961122361545335,43.36276747686963,88.53167544130764,151.23092252272244,1360.913512197555
27.779674015904757,51.41888961995312,98.13589261321442,91.67587037634152,1475.9896733745863
31.666943620695058,52.728884919474524,77.7138287537243,119.02525175850667,1533.8650909475996
35.55666013278976,40.06729225343323,76.87029812053183,142.7162116297527,1589.7895378634926
33.00514238315435,45.372872234367605,81.29663557535217,133.97213195699754,1661.3532178501284
30.43359078845377,40.70256522637497,80.5059667300371,196.38884979093123,1676.969027464203
30.409410185918976,41.09490912090048,93.7281905608627,135.94541962991116,1793.8220705024069
27.260298750875897,39.253271953012515,92.72184356750405,145.8093148289592,1859.9552708996484
30.177939254633394,46.35544962191125,47.933574024789806,140.15660925457502,1970.3764278440906
28.327214303132063,47.56131452246922,61.71979398835127,179.92108170524887,1987.4705954807987
31.757111402447094,46.94535042477723,81.73448015211133,112.79966252518643,2101.763395495478
35.07056592648359,50.25223504468503,99.712955452776,81.23945177547145,2178.724791800584
34.40597504881143,54.69186307957486,128.80128227148245,65.73338056789356,2231.367499032238
36.98818642358613,57.19129650150442,65.91618351375152,163.44645204287252,2261.4578815182854
29.067385850410105,77.33893932287656,73.01120130339848,111.70962125285648,2363.872852270458
28.95503327428262,87.96197489551258,65.64322266357188,139.4852755681359,2402.954493598497
28.763599556487,49.20013764072914,114.21316328159554,108.73640386465061,2494.0866956565374
26.77144139340925,57.71199429690439,99.44454022299166,106.48376248290779,2574.5882616037866
26.075490080826988,36.10364201505885,138.33122153403193,116.04781321549987,2618.441833154582
29.486864551602068,39.26127019693837,135.44839040580317,100.25793454061711,2700.545540305039
