states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3]
27.889042750181545,94.32702091701904,77.80906443940397
28.125370210834674,77.2564620614489,111.92257177215467
25.006907826988257,63.19266299325785,141.85739765380816
29.282645599121505,68.43572638098857,104.09364439574892
33.14016579173204,66.09957069691623,110.86940747235545
32.31582154609739,51.88073407078481,116.03323557561802
29.217200100612246,57.985485349799774,114.78495894518313
32.257086125362065,61.45651803313639,107.78237293020385
32.61839469873677,49.881542112279526,115.01755079987458
27.759839569474217,56.80309246323987,93.38989503152686
37.87562880768493,96.55206182875068,67.8263523905116
40.02229617242621,101.3577879221385,83.43965190581774
33.68799487743918,106.00316730472014,109.61642333303746
36.34150049182576,66.90742434981892,166.12830535182786
30.588614132530168,50.073847524779225,182.41698618580128
31.615384211374483,45.791236832004536,85.02753358575963
33.97683095694701,45.202718959552925,80.18363318533864
27.997181938729746,51.99631463664347,81.09848854862578
24.6498717360056,65.62276557427953,69.29816811971651
27.954071615071687,63.12004947429195,91.65440560633299
47.928668557779446,68.69647649899048,84.41130628641693
37.05936606167469,90.67338608169547,58.39192376458957
25.308278919198806,68.37866630493235,110.42473708971335
28.790418254932646,70.61916167543998,124.2090379298411
29.136735290261825,51.984718632423046,119.8347322103358
32.38768037560622,52.79729786854956,81.16533971591322
30.984015156905706,57.56692568094801,71.0169017391288
34.3236712178939,45.050842803002105,81.06537929616381
31.369866710571145,61.35045978411767,58.88825732843299
33.259649506231874,59.16348093503844,74.57388387931171
75.621307134359,46.33401549620689,82.00728059019333
40.652257413756296,85.57049095082263,91.78693813108406
30.53723435735776,66.03414530877936,106.45318509334479
25.245566702505013,65.6938252653354,87.88968590775849
25.535557320862615,58.13042236702543,97.10075109316415
29.218564038014247,57.76935296817331,70.64068055604966
29.262692441209502,56.189982902425655,97.89159503399767
33.74082947036294,43.90262637319826,86.9684182244803
24.81926575619478,56.85945369189159,97.49235173379597
28.274729045126897,54.09994559902841,97.94844065943349
70.01436457487628,59.77595332649111,70.98150321225931
55.79601336605207,70.75659535957931,84.91518689957817
28.8540034336523,102.11872061508053,104.74837262204858
31.778457820394056,54.197552894893875,132.087438457755
32.8956353931413,56.86298615075995,147.12252951240606
28.500907193401176,71.9494631080823,121.60597672746712
27.55942607074097,71.09803246986273,121.65410031212784
31.468531387666392,74.53735078922733,77.56247485097903
26.273007015336763,70.71293388251576,83.88281362339139
24.816933473020256,61.87712918102755,108.35628594672244
30.490254066361977,96.3152695974335,77.31800671940091
26.2724548396411,106.84190709368924,63.61370762409891
28.38331271003979,57.81273590648752,134.60982015359855
25.51004501588722,49.286794669298196,85.72867504195864
29.783612639033493,52.26039563211226,75.38863869702965
28.88293792579782,47.23634097180456,103.15766654742501
33.399582990957725,42.42785162007368,113.2106142475073
26.283245037214833,59.598129537205644,106.13205914452584
25.864795669787128,62.66652793688309,79.31882002881974
25.125026519772007,58.34438415584276,87.12051499993261
46.06506734130748,78.64550011926092,71.94528680722962
33.92191118588845,58.436737642111765,104.98991405090439
24.46922508710627,79.23310822710414,103.39870608828153
26.944055380593326,60.34287703262976,141.43865624294426
25.947570767284283,66.80275648139893,60.706947854666154
29.039536728100163,61.76822856581953,75.40763805881868
32.509028027958806,55.767156745333956,86.44473219162482
24.97671425019702,72.83140071547884,65.58613713764727
26.241259012027072,76.94021976797856,80.33717489958568
28.035611302598742,83.49437743397732,61.98160412458528
76.62410156391337,51.71812394185535,66.95169100828514
48.830808430420895,75.78259501500744,75.72647251130816
45.47520057852452,66.2701170659609,101.7602884947353
31.016765691009944,60.02624737416349,93.77257041416865
30.189378627168438,58.956366965135544,115.79823049509291
28.005872885799242,65.05155773870763,75.18385179275882
27.244367176033244,70.24424682141678,97.30951393698163
25.943066176574945,46.35217514589428,116.16883847694085
25.248597606707207,60.268858451378335,55.36364897240474
27.032470048883283,55.387288879103345,79.06162903121702
40.897045264633924,82.65620138178501,74.79180691249596
41.79022168867539,66.33870173091238,87.31509386809218
38.85578626881578,61.78107841820935,110.75658268191424
34.7139000907566,62.423459514167796,74.15596488778891
32.51272916128939,51.170804770099245,92.88915089683337
29.407929162563942,54.531587379346085,98.52533329169584
27.888211684746786,66.3873974682129,81.33484326483803
25.459713256775757,66.75118990499622,103.41030980581527
28.234169472112296,65.93702634654869,65.25541989128303
25.798563419193147,78.6346780104923,62.25852940520928
69.09565871048804,49.00438811360414,82.53117949597535
39.498276545416715,80.3671360229572,93.00229706133489
33.23783664032133,91.91945889820789,88.65663968043353
32.225755744057686,96.81048916604371,65.5429843384781
30.531543340891595,106.21143786356467,79.70782285471766
27.242696112695793,49.641505558446184,126.28273844072919
31.7186566829667,53.06050526638868,134.2738302443895
28.299279370569877,47.93461145055019,87.85477473177633
32.39786489827139,49.30748704862346,75.51338028661067
35.47448947551768,49.24900201868414,68.44840616429283
50.1316397798977,69.16801298685898,81.49516053593486
49.31783516944734,76.83544943898511,79.81191399703093
49.46410850662723,73.4729695048178,100.26180376344739
40.38750885495018,75.93379373631521,121.79217490506927
30.73596708682509,78.52634060591168,111.02443387579382
25.623120010077667,69.82257829674921,122.95310153282365
25.294038162204195,57.16473405439723,83.01126441090314
29.146050929299946,56.18158818184128,90.31450814491271
26.188126694522623,46.82002865817774,97.09044390591275
30.747206340249665,49.16444212588413,100.30611822735355
35.031443318632626,82.86960521578024,76.82962197664054
32.40919271716892,59.383608493261164,121.37845121799407
26.019146446550653,62.04643217923103,150.46806000739943
29.541479299608014,39.96074315381646,140.59027118411416
27.048207220291538,53.31286132275887,71.26516459796342
29.76660307234075,48.77178426522016,94.89023711192038
33.58343467186603,44.05077607915238,93.70747542225672
34.0655687128596,47.47015182470164,84.94308949554691
26.054999001042262,62.57139919232271,92.04616961729653
30.025159602919675,47.28502738180953,118.25190591142889
61.07765503769218,54.94727092748198,82.9723029375926
36.1467729177737,91.2995427757244,59.31684389699531
27.07926417246504,53.497536948132506,129.7118671924299
27.816908843271136,65.15513587541122,140.53012367667245
29.2232694109148,71.0352468342396,123.28348065615783
26.2786451783302,78.10746957677256,97.84234577253191
25.77186996193814,59.464801390056074,115.0151896666049
24.908580826592384,56.976606029529705,126.86888283480654
26.954285195420773,46.04143177085025,136.5780394068484
27.16802827661349,56.906814780671965,136.2988218668
44.407822272450325,74.82304293063885,79.27978831447922
46.12087078415648,83.82080653591275,93.70209182154618
40.78589888269475,89.28670233983337,87.93262902023176
42.18993962513252,64.51619544865882,92.85394707875545
39.71783533817657,59.00988456927884,107.04952591747416
31.611151051579828,67.9591005531067,120.96599284871235
34.65488306577059,39.15138872956255,117.8474367939945
34.03549329785556,49.517216431272864,121.84554437030079
27.254610742030927,50.98983636037473,79.9849406485302
28.198635503038574,54.68024639764588,92.17845755800327
26.852631791657643,103.101265380677,71.54807134518892
29.59258544720101,49.9094424386491,130.27406401232975
25.71416043626788,51.62894021368221,101.59262835863208
24.687444207693154,45.462390767540825,78.12352062436175
25.850186140246425,43.583038397935596,92.9833804672709
26.134329757509633,54.1727364528001,71.7488434486228
30.284501615906667,59.005473834139494,67.27243578290928
34.44679145852958,44.047795172431336,104.39496604712474
29.97262643889433,54.60378614622584,74.27446908704113
30.816636982813232,47.083572432931334,79.09141078853335
40.0834005184316,79.53521353532392,76.13781758103836
37.55138030436025,69.7477483608129,108.94862950472054
24.915909962185317,85.42418892368764,91.15347926773752
25.276304573046033,79.76193348485039,92.11680205163381
27.543117064581367,59.071481199861005,129.60542302286518
26.49086975602625,69.20700950856504,84.66749077658969
28.26627377915579,61.70527942448093,82.43187805381422
29.85185956954421,52.2602247898919,90.23162106094802
25.095345198362338,49.59883141380604,87.10486242125751
29.04229057180866,52.785629484256305,97.91091469918784
40.06478476568597,80.49687442362945,81.02393466243484
43.11941976774967,59.397227165943434,106.49286761546965
33.718275439780726,80.07860920713046,58.47645483916478
29.424637806855685,70.81090757991629,84.42813295058941
28.24757910408022,76.37385156849248,71.84861851961841
25.422866283260603,56.46614320436756,119.40480530526968
25.64160724004121,45.8381602977851,76.55307041912019
28.620617001236507,41.7559024118612,107.86229722714793
25.527805289121115,57.40157958159993,72.06460833288827
27.348129600981682,58.398920604257164,83.61082474483328
48.95695385740915,79.74687677219211,73.6511483562479
24.67116462638432,99.63322542818146,94.99316598884977
26.207732364183865,104.80659026316235,104.04647720224376
25.322462472161114,51.26453546779004,160.54287540577604
29.34988097952244,55.61605941267948,94.97468717072853
27.637630438156506,62.048262259701026,75.46098851501186
24.642176788605372,48.62428528729414,104.5100464679488
27.263661089471533,45.56141105929079,77.98388753953846
25.969868808697854,60.04990747344154,90.3635874676484
30.028358517669197,45.31685474312334,114.96953579150167
64.69174553244555,62.01479187755351,73.74710086939459
45.38291255282266,75.45227617951369,86.18125555190011
44.25436347942303,54.14376919409425,109.8402697066594
29.62823698714557,65.3176758872284,111.57927426662295
26.289298643063887,48.19701993057613,95.01188684974593
29.49551373456855,55.799931444591046,94.81555183740154
32.413507826836174,64.05559839357478,74.13121049335494
30.21175229812408,74.99318345962804,75.91371810019098
34.05714130598359,45.831867746234074,116.3780459451454
30.97648947310163,61.208642358443335,114.29582900268356
55.1220114474409,71.0468155635542,70.80844905581503
38.244303232504365,71.31632495572055,115.64705163853235
24.89993160831437,69.95557647188191,128.6942100348061
