states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4]
75.0,50.0,50.0,50.0
52.570898654173114,83.3697580913321,67.4132703003293,79.32864987226036
54.46024115045309,91.62796844307199,84.96483189859626,104.99174026592738
53.55809176555614,101.70721326012438,100.8466220537799,129.73614585488306
54.4239728733728,108.62654439766848,116.3881888811049,151.34400041581074
54.76022937997026,113.6923929015714,131.85973937515763,168.2834885621139
55.156391039092796,109.94612214232359,153.59386557818843,182.74123806109014
53.926002260539654,113.61973653949597,165.69990053404567,197.28611223788556
55.0337272137299,109.6755691241585,180.93885301033532,208.98905505673795
52.49799134349292,114.28573425028105,188.6720947964381,218.70562671419762
53.527704983246025,111.5348674329155,199.80628283402328,224.0144969902501
