action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],action: flow[$sea],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$sea]
21.421382763489976,9.612838224904024,27.6764142690003,4.556885330565716,0.0,75.0,50.0,50.0,50.0,50.0
38.37855557150036,9.886716162021214,22.71943875442461,79.64290337956115,0.0,58.57861723651003,71.80854453858595,51.93642395590372,103.11952893843458,59.55688533056572
1.6837507489820867,61.95357191699255,15.840638515290108,22.43534335687788,0.0,25.20006166500967,110.30038394806509,59.10370136350033,76.19606431329805,144.19978871012688
6.6836664775873205,35.79225160629846,8.588884828688455,17.207208650645715,0.0,28.516310916027585,60.03056278005462,125.21663476520277,99.60135947171028,171.63513206700475
3.522792370132793,20.78888826665336,83.93848292483291,97.39545229850691,0.0,26.832644438440266,40.92197765134349,172.42000154281277,120.98303564975302,193.84234071765047
6.977483518963658,2.568381268841895,1.142701906334263,6.286775824507619,0.0,28.30985206830747,33.65588175482292,129.27040688463322,137.526066276079,296.2377930161574
6.1633649030617645,7.437287833369795,119.37054989548945,109.50491987581472,0.0,26.332368549343812,48.064984004944684,150.69608624714087,162.38199235790563,307.52456884066504
4.844685148579779,11.118687046250345,34.94324458673687,58.856857115926815,0.0,25.169003646282047,56.79106107463665,58.762824185021216,202.24762237758034,422.02948871647976
3.719285207338196,17.713327560213646,11.179117003401018,56.03538649360106,0.0,25.32431849770227,60.51705917696608,54.93826664453469,208.3340098483904,485.88634583240656
0.658961550115386,16.22969665988591,3.6355366773404385,66.91216568319213,0.0,26.605033290364073,56.52301682409064,81.47247720134732,193.47774035819035,546.9217323260076
10.12928961472389,9.324232116203385,24.684856834345794,9.271659376564813,0.0,30.946071740248687,50.95228171432011,114.0666371838928,160.20111135233867,618.8338980091997
2.557698791107582,26.560505930796637,64.89067341512747,153.55764231314527,0.0,25.816782125524796,61.75733921284061,118.70601246575039,205.61430881011967,633.1055573857645
1.3378299873631174,9.58039805648329,35.74047901777492,43.44723491310132,0.0,28.259083334417213,47.75453207315155,100.37584498141958,146.94733991210188,791.6631996989098
7.858372852820873,13.42437633506034,2.3300285632419584,118.00350165557485,0.0,31.921253347054094,49.51196400403138,94.21576402012795,169.2405840167755,840.1104346120111
4.802597555475016,24.149393864953414,90.72927674090414,23.714211817800138,0.0,29.06288049423322,53.94596052179191,125.31011179194634,83.5671109244426,963.1139362675859
7.1136570302137105,2.55645043163988,2.8223074847616734,18.019454135736595,0.0,29.260282938758202,44.59916421231351,78.7302289159956,180.5821758475466,991.828148085386
1.7322131411934425,4.4173044831950685,8.319668834353024,132.07069440846095,0.0,27.146625908544493,59.15637081088734,98.46437186287379,195.38502919657168,1014.8476022211227
3.5523908056401354,21.595309261440242,47.5655549953073,40.055470672546264,0.0,30.414412767351052,66.47127946888571,114.56200751171583,101.63400362246375,1151.9182966295837
2.412411677928679,13.45634668360202,75.97196922352595,11.003802152684912,0.0,31.862021961710916,58.428361013085606,108.59176177784875,139.14408794522478,1196.97376730213
8.4884879222369,32.51014645277953,30.054610249396706,142.9359427427401,0.0,34.449610283782235,57.384426007412266,66.07613923792482,234.11225501606583,1212.977569454815
8.181448345640579,10.125326202557083,20.521109030650305,110.07616117703122,0.0,30.961122361545335,43.36276747686963,88.53167544130764,151.23092252272244,1360.913512197555
1.1127303952097007,9.802735095688298,50.22479895517842,52.875417573013266,0.0,27.779674015904757,51.41888961995312,98.13589261321442,91.67587037634152,1475.9896733745863
1.110283487905297,23.771876153946593,44.615406787139065,50.92444691589305,0.0,31.666943620695058,52.728884919474524,77.7138287537243,119.02525175850667,1533.8650909475996
7.551517749635405,12.245937768701028,27.819600313880684,66.56367998663586,0.0,35.55666013278976,40.06729225343323,76.87029812053183,142.7162116297527,1589.7895378634926
7.571551594700578,22.241858602693217,43.03252744800829,10.61580961407461,0.0,33.00514238315435,45.372872234367605,81.29663557535217,133.97213195699754,1661.3532178501284
5.024180602534795,14.631836708009283,21.409612877183683,111.85304303820375,0.0,30.43359078845377,40.70256522637497,80.5059667300371,196.38884979093123,1676.969027464203
8.149111435043077,19.990748602931045,40.9970955962897,61.13320039724167,0.0,30.409410185918976,41.09490912090048,93.7281905608627,135.94541962991116,1793.8220705024069
2.0823594962425016,4.980181827343772,69.76845137005802,105.4211569444422,0.0,27.260298750875897,39.253271953012515,92.72184356750405,145.8093148289592,1859.9552708996484
6.850724951501331,15.644860050943366,21.858640087381897,12.094167636708047,0.0,30.177939254633394,46.35544962191125,47.933574024789806,140.15660925457502,1970.3764278440906
1.5701029006849734,12.186066998376958,12.1713808346169,109.29280001467933,0.0,28.327214303132063,47.56131452246922,61.71979398835127,179.92108170524887,1987.4705954807987
1.6865454759635057,8.379660856055704,10.401185555391045,71.961396305106,0.0,31.757111402447094,46.94535042477723,81.73448015211133,112.79966252518643,2101.763395495478
