action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4]
24.642864085010302,0.0,0.09152556324365671,0.0,75.0,50.0,50.0,50.0
0.6921066087501284,0.0,2.0568126203759607,0.0,52.54727189226186,83.39338485324335,68.6589952049894,78.8420463314767
5.936460407927056,0.9628508193779948,0.0,0.29856803593785103,55.47519266352314,90.61229211439246,84.24700519849966,107.79404377508708
3.030602662653136,2.2525215132817387,0.0,0.4317613219236846,53.00077288261453,101.486223468237,101.66527352990799,131.69694244080742
2.8163230239076467,7.350586694000041,0.0,1.9474084203336,53.56628674296972,107.12341318478988,118.75877896742423,152.61818517058637
4.236623765656014,6.580822806973848,0.0,0.0,54.31597617897466,106.86240417662174,139.07410625820347,169.06977988081093
3.7704116248577866,10.59105576642289,2.077771121609415,1.610878717606316,53.604964991290416,108.81927944027201,156.01527022829558,184.84547729746996
5.935437745590877,6.891455095097712,0.0,0.3754335555751681,53.39849521154069,106.08949595411454,172.4074852820952,198.32556522770835
0.0,10.569405737944514,1.0046121645069408,0.9465275507192673,51.0380352637574,109.51653830652658,184.51028857394394,208.41228738580938
3.432867846563745,1.7510375139496865,0.0,0.0,54.73616011876074,102.96217704779119,197.14947767414483,216.90941167044224
5.434403618254716,8.948626557169899,0.6369389127675951,0.8491640205208132,54.80601657279009,109.35276293713116,199.59220539242747,223.56860455117257
2.762336397784456,9.567438507690316,7.669578794316861,0.2223570521096829,52.870514966205064,109.87143569487652,208.11735484140246,228.5725903240575
2.8924347722312955,7.850669180693233,6.521338559001766,2.1492933716235205,53.71118393883706,107.04260395991659,208.51479310968998,240.12396948446693
4.385747898481576,6.839410650709669,7.091711519478183,0.0,54.37699697632422,106.36624446161225,208.26210322895483,245.94250836776936
5.607682982815166,9.811098560269421,4.54758083726183,3.396186231901996,53.513548654056876,108.26635349413226,206.47967975611928,253.09433737345918
1.3900216089516644,5.392838359177945,11.6021627326195,2.4941305958484348,51.4746990267091,108.21357922399531,210.57741633044554,252.5582055347114
5.277242528909956,6.752108898772339,1.186469966684751,9.540421364796757,53.7604400717014,108.36709377773492,202.36016226042594,260.1113851244845
2.3461586293910894,10.909178330148505,7.461928195813844,0.039331519442161754,52.038801081258754,111.03199949470587,207.59043710816587,248.3086453275194
3.0640301509548133,6.054873940915488,9.991429944645569,5.544347321001776,53.339235082089175,106.31758471435248,209.64521556846339,255.21847580048052
4.7648984562702905,7.923127788068542,6.322470219786116,6.924664715012774,53.85334237278598,107.68566779064209,203.89372303046724,257.4497368346169
2.8061337887039803,7.494133255248967,4.163923808379977,3.2455377627944144,52.639053494059496,108.74053643329019,204.85178014781897,254.07223811063156
2.7360925745972704,8.088752825736947,7.05546225100584,3.9499267670214104,53.44812445036921,108.15192952316985,207.3463059441727,253.0604082578252
5.2243853027274625,9.347011582645079,6.856343936127979,4.741074733425451,54.28436083720724,106.96224401467136,207.03704997823337,254.48682154737392
3.2775221736163513,7.541604073356532,7.925655831798565,4.311290080542817,52.587303143957094,107.1300585649833,208.24833241142997,254.56871586289438
2.4392165282951384,8.250219402674723,4.647352099145161,6.652207584536847,52.92770595394934,107.13852215021485,206.33698456849845,256.12931029702565
6.1277780556250825,4.361592355914688,8.41527882840594,2.5442416940184653,54.08847226506514,105.59916148673841,208.80310725117693,251.68080612447048
0.4518212211796273,11.452087024276617,3.5363313933075142,6.3494176559593525,51.498625932288064,111.80011236366171,203.10811118699027,256.21353549793565
3.531501169218075,5.038969807925817,10.26883146588197,1.5424312174073525,54.721336536877146,104.56322516652422,210.5389390187016,250.93569410879297
4.11822750605083,7.505023327740684,3.4208865730376625,7.528474499359391,54.69337013452857,107.59897878178998,203.30913004523657,258.5071159837375
3.241261993110387,8.425950682328612,6.612877616382959,1.552872967305553,54.0802058372004,108.4345763315686,206.86805076298145,251.35746415564495
5.4005692598655,7.0869864106920035,5.077388557457796,6.1594519643474115,54.377322215396596,107.38237319162735,207.43621571951343,255.158780896309
4.0334345527157005,9.431098571085025,7.991209151099345,0.13214301641819937,52.49903486359587,109.94154289835488,208.0848870049502,251.87580029839918
2.0752316045184758,7.814661507162465,6.899689319918416,9.040837781452549,52.08815892246558,108.5124750152012,208.0310143555126,258.3484958692416
4.329176606212885,5.917986596928884,7.67136857006237,1.5748729379516295,53.65695252857028,106.89711382985124,207.46327189721828,253.2053673692458
2.3778439059675645,9.511832593116347,3.131749131636119,6.11365073338536,52.88893229857987,109.60568249851046,204.34343081594648,257.58682686607165
4.8524332552173695,6.081106546476767,9.978246892062238,1.3947767153308663,54.113120767156495,106.47701059753628,209.99039097954906,251.79509435787259
2.896121561820778,10.20068198150009,2.5510257765401727,7.4636790493922724,52.79728703191442,109.59036564237095,204.20694943520306,259.01209095724084
3.5212440870769224,5.9151421965225275,12.298310787400792,2.2344228070396177,53.50803615876674,106.29279399073626,211.1509755221221,250.92960838661006
4.373723652529828,8.418849614385703,2.8187878894435254,8.985891295145162,53.55592012366163,108.26044821121543,202.64072069716934,259.8400131983746
4.9441138885424785,7.565773585652041,8.973665115443131,0.0,52.748763647764406,108.36660038704434,207.84937931452794,250.29309010735722
