D10,relu,N00,0.007832122906,N01,0.00110296552784,N02,-0.000105575472364,N03,-0.000299393281365,B0,-0.00471464602994
D11,relu,N00,0.295698991884,N01,0.138170013742,N02,0.0527181671239,N03,0.0552400847107,B0,-0.338156589329
D12,relu,N00,0.305891686779,N01,-0.182655968654,N02,0.0399398210463,N03,0.0717652359705,B0,-0.345162819574
D13,relu,N00,-0.19013655898,N01,-0.166167018388,N02,0.0586879038427,N03,0.0592538747053,B0,-0.373876144256
D14,relu,N00,-0.308872057837,N01,1.38201904236,N02,0.210124447603,N03,-0.371502676694,B0,-0.0821009226283
D15,relu,N00,-0.154038162665,N01,-0.200674167916,N02,0.0604629634188,N03,0.0533946762653,B0,-0.357113822226
D16,relu,N00,1.90517063908,N01,0.169191820196,N02,0.315561192688,N03,-0.4837642463,B0,-0.145034166256
D17,relu,N00,-1.47059292209,N01,0.592730462507,N02,0.244278416726,N03,0.146571727004,B0,-2.13999751229
D18,relu,N00,0.000344645228061,N01,0.000848828123143,N02,-0.000428243655292,N03,1.91337437684e-05,B0,-0.000947317219419
D19,relu,N00,-0.0167928095244,N01,-0.91457297822,N02,0.0978758335866,N03,0.110767909882,B0,-1.19296736607
D110,relu,N00,-0.633476100659,N01,-1.78667612477,N02,-0.490647455213,N03,0.366661298825,B0,-0.301056684281
D111,relu,N00,-0.211449513441,N01,-0.139409499631,N02,0.0410344053314,N03,0.0726429512711,B0,-0.359527670217
D112,relu,N00,-0.231037360347,N01,-0.0983053314643,N02,-0.0476048256648,N03,-0.0345887723492,B0,0.395844671536
D113,relu,N00,-0.110269843942,N01,-0.2026146829,N02,-0.0229519727829,N03,-0.0599550534364,B0,0.389330478506
D114,relu,N00,0.239449822683,N01,-0.206767730055,N02,0.0326170869452,N03,0.0715879762769,B0,-0.32077447363
D115,relu,N00,-0.263166451141,N01,0.30641251242,N02,0.065260110933,N03,0.04904210662,B0,-0.355697385521
D116,relu,N00,0.217094842886,N01,0.225617289112,N02,0.0526196241906,N03,0.0573198167631,B0,-0.342162187509
D117,relu,N00,0.180457767458,N01,0.277127569199,N02,0.0451404267786,N03,0.0644500156237,B0,-0.338211748566
D118,relu,N00,-0.220076231011,N01,0.374974305531,N02,0.0657279854167,N03,0.0538912777228,B0,-0.372952975181
D119,relu,N00,0.183144409703,N01,0.272921956399,N02,0.0570550290262,N03,0.0509503639706,B0,-0.335208441829
D120,relu,N00,-0.201797613157,N01,-0.196969995263,N02,0.0453028743682,N03,0.0767172989683,B0,-0.378479825889
D121,relu,N00,0.271262382034,N01,-0.19705773174,N02,0.0498032225821,N03,0.0652534770965,B0,-0.352636848794
D122,relu,N00,-0.203637486498,N01,-0.0773304701177,N02,-0.0496689212572,N03,-0.0250524492136,B0,0.358920414483
D123,relu,N00,-0.251104998215,N01,0.24285075551,N02,0.0606431002886,N03,0.0547645835392,B0,-0.357805388414
D124,relu,N00,-0.246258981351,N01,-0.0955226325753,N02,-0.0552829034521,N03,-0.0307478915142,B0,0.41151850786
D125,relu,N00,-0.250944301705,N01,0.330249849048,N02,0.0662110919054,N03,0.0496201499148,B0,-0.359941774968
D126,relu,N00,-0.184256795702,N01,-0.194833542837,N02,0.060810993417,N03,0.0587019857042,B0,-0.374629183183
D127,relu,N00,1.50698339957,N01,-0.311423402824,N02,-0.369003872264,N03,0.224255756262,B0,-0.19925967277
D128,relu,N00,-2.22491601273,N01,-1.17948762184,N02,0.509200610979,N03,-0.616891463784,B0,-0.686226606959
D129,relu,N00,-0.221362433677,N01,-0.100541066752,N02,-0.0456039021972,N03,-0.036256563469,B0,0.39278791334
D130,relu,N00,0.0241772324601,N01,-0.342054006514,N02,0.0984242555331,N03,-0.00619722942155,B0,-0.305605919611
D131,relu,N00,0.134854914993,N01,1.67546439243,N02,-0.41814645992,N03,0.277753426603,B0,-0.154797306455
D20,regular,D10,-0.000737248,D11,-0.0929035,D12,-0.0913472,D13,0.0903753,D14,-0.0395189,D15,0.0676676,D16,0.103325,D17,-0.120132,D18,2.74397e-05,D19,0.0405566,D110,-0.0436409,D111,0.0805284,D112,0.0547467,D113,0.0310145,D114,-0.0859584,D115,0.0644113,D116,-0.077116,D117,-0.0541829,D118,0.0506421,D119,-0.0598241,D120,0.0856064,D121,-0.0888787,D122,0.0477405,D123,0.0698468,D124,0.056237,D125,0.0626061,D126,0.0735834,D127,0.153333,D128,-0.0637747,D129,0.0548255,D130,0.0261966,D131,0.00334397,N00,0.779123403482,N01,0.0196422595287,N02,1.00534625414,N03,0.00702488361596,B1,-0.0849476776178
D21,regular,D10,0.000497528,D11,-0.0363066,D12,0.0627869,D13,0.0779643,D14,0.147933,D15,0.0845026,D16,0.00397755,D17,0.0724804,D18,0.000482199,D19,-0.30675,D110,-0.0900168,D111,0.0717349,D112,0.0348388,D113,0.0534014,D114,0.0709738,D115,-0.0767576,D116,-0.0721945,D117,-0.0753249,D118,-0.0864673,D119,-0.0747967,D120,0.091662,D121,0.0632063,D122,0.0304261,D123,-0.0666993,D124,0.0254383,D125,-0.0817858,D126,0.0814827,D127,-0.0403805,D128,-0.0442581,D129,0.03317,D130,0.109462,D131,0.110974,N00,0.0348031265001,N01,0.767914023982,N02,0.000469902117178,N03,1.00847126883,B1,-0.064950739205
