states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4]
69.62908749742893,53.246664597767285,76.42739398580028,84.13855220097483
64.07918925961442,57.04286327579911,81.50062616475942,127.59103247160975
64.19497274754688,59.48476287042721,92.94940480835017,158.41440146971308
59.05864305000037,75.3415368126162,71.1394093953836,182.9727029962132
48.349183212202625,63.4679889633428,108.3148579881369,145.65284350610077
47.37162234042089,55.400092216386966,106.84607967305232,177.43520312978455
40.549912124448106,59.91915257149473,84.5674664694833,187.98423478698066
25.967066571846697,71.34791610875804,115.72164366501211,163.36857390185838
43.41263222803587,82.90227204437436,76.18262944661757,80.94416456294351
41.66057693722947,87.72832112143172,81.85174219250578,116.83974837360832
31.984833531756625,77.56880900615451,117.4452440842064,123.23662851020988
25.080366888609575,50.12791245506659,114.5516930294565,188.26367714579806
27.309886721150285,47.72970096693757,113.34832547816254,120.02686133577875
27.19150028223175,54.354033956110506,85.63555060162143,135.4843507503814
24.782935447286214,50.335978459224336,96.2240502023934,175.83601568578794
25.771993901542647,57.13776963275417,115.6198059221559,80.80370905977239
26.940463288224905,91.63795145951985,84.87230210014599,79.99098143408057
29.746305323637422,90.91595991152998,80.03710180473284,124.78389240907272
30.271055102996584,80.79204347566913,98.4052503812196,121.25450784675814
30.969881380490484,88.2451755483529,104.5950375275385,144.61588365077637
26.858952411417675,97.04549290332352,64.0521828187976,205.87769359735796
29.011812188245997,55.952495563844,118.81385872406744,113.14904628835214
33.581269059793144,46.39289940346916,87.42469277103353,169.12124463150644
26.545304155672262,65.52693043069584,65.60045139766163,195.8024614494421
64.70572387972366,57.43518607723898,73.95569121048797,87.34509711452068
32.98100279471939,89.73131903447543,99.5838028932652,109.42746138369823
24.515965065496722,106.31920809494515,62.71617591520894,183.79554668692577
27.72956858461345,101.22523410166986,73.07600586014183,163.98858121157127
25.114410637246255,78.52603928047203,112.35125983253226,126.27217932747094
28.178384323493404,67.81401514549927,96.15088209509608,133.36508295058317
32.06647173764928,64.97118887045298,103.98394409888836,169.57305575764627
26.451128681271452,49.824982900540476,88.6751689704434,176.27419891320054
72.68682693352929,48.83586447216289,82.95388287002214,78.96512400625697
50.43622429002065,74.66693205702063,67.94564561507993,141.9234735850631
46.36312845536327,74.12911848595078,92.77143683568437,118.8605333959575
32.438832917189416,82.00266000895925,119.06432769672527,144.8545590367235
33.95320726368406,48.82213311105394,149.66080548500003,150.65478675439186
30.611947572408763,58.25418001563857,99.46215736430818,184.67241733593403
27.387351643598667,70.57831958710975,88.76471540431908,121.41456803811309
31.7996109753027,41.86744129446534,129.9672648770313,102.1757986810388
27.5187609145393,94.30808051917147,77.61825018036528,83.99660666789524
27.537401817561793,82.67909748137696,90.99789124849613,122.37725341851399
26.8420168571985,77.87532458504741,74.3750607484861,179.7165622546403
27.83836671316348,65.5125296350812,93.05151198617015,144.40303790309488
32.003719466559396,59.22290738092925,78.99952763322864,148.6743146729015
